Código OACI	CIAD	Nome	Município	UF	Município Servido	UF Servido	AntesLongitude	AntesLatitude	Altitude	Operação Diurna	Operação Noturna	Designação 1	Comprimento 1	Largura 1	Resistência 1	Superfície 1	Designação 2	Comprimento 2	Largura 2	Resistência 2	Superfície 2	Situação	Validade do Registro	Portaria de Registro	Link Portaria	Classe	longitude	latitude
SWFO	BA0176	Fazenda Santa Maria	FORMOSA DO RIO PRETO	Bahia			046°16'05.0W"	10°57'58.0S"	791,0	VFR	Sem Operação	12/30	1300,0000	25,00	5700 Kg /   0.50 MPa	Terra							30/12/2024	PA2014-3155	https://pergamum.anac.gov.br/arquivos/PA2014-3155.pdf	Privado	-46.2680555555600	-10.9661111111111
SSJP	PR0081	Fazenda Junqueira	COLORADO	Paraná			051°55'30.0W"	22°53'27.5S"	430,0	VFR	Sem Operação	07/25	600,0000	18,00	5700 Kg /   0.50 MPa	Asfalto							21/09/2022	PA2013-0975	https://pergamum.anac.gov.br/arquivos/PA2013-0975.pdf	Privado	-51.9250000000000	-22.8909722222222
SINH	MS0106	Fazenda Esperança	NOVO HORIZONTE DO SUL	Mato Grosso do Sul			053°33'43.0W"	22°38'33.0S"	253,0	VFR	Sem Operação	04/22	945,0000	18,00	5700 Kg /   0.50 MPa	Grama							05/04/2022	PA2016-1326	https://pergamum.anac.gov.br/arquivos/PA2016-1326.pdf	Privado	-53.5619444444400	-22.6425
SNUS	MG0164	Usina Delta I	DELTA	Minas Gerais			047°46'42.0W"	19°56'27.0S"	640,0	VFR	Sem Operação	03/21	650,0000	20,00	5000 Kg /   0.50 MPa	Cascalho							21/12/2021	PA2011-2474	https://pergamum.anac.gov.br/arquivos/PA2011-2474.pdf	Privado	-47.7783333333300	-19.9408333333333
SDQT	MS0046	Fazenda Vista Alegre	NOVO HORIZONTE DO SUL	Mato Grosso do Sul			053°41'29.0W"	22°35'51.0S"	348,0	VFR	Sem Operação	01/19	880,0000	18,00	5000 Kg /   0.50 MPa	Grama							17/04/2023	PA2016-2093	https://pergamum.anac.gov.br/arquivos/PA2016-2093.pdf	Privado	-53.6913888888900	-22.5975
SIJY	SC0027	Campo Comandantes	ITAJAÍ	Santa Catarina			048°48'59.0W"	26°58'59.0S"	10,0	VFR	Sem Operação	06/24	700,0000	18,00	6/F/B/X/T	Asfalto							13/10/2021	PA2019-0322	https://pergamum.anac.gov.br/arquivos/PA2019-0322.pdf	Privado	-48.8163888888900	-26.9830555555556
	SP1279	Fazenda Araras	ITAÍ	São Paulo			049°04'21.0W"	23°18'34.0S"	660,0	VFR	Sem Operação	08/26	800,0000	25,00	5700 Kg /   0.50 MPa	Terra							29/04/2031	PA2021-4827	https://pergamum.anac.gov.br/arquivos/PA2021-4827.pdf	Privado	-49.0725000000000	-23.3094444444444
SDWF	RR0022	SAPAN	PACARAIMA	Roraima			060°44'23.0W"	04°34'27.0N"	332,0	VFR	Sem Operação	18/36	614,0000	12,00	4000 Kg /   0.50 MPa	Terra							08/11/2030	PA2020-2924	https://pergamum.anac.gov.br/arquivos/PA2020-2924.pdf	Privado	-60.7397222222200	4.57416666666667
SIZS	MT0159	Agropecuária Equus	GAÚCHA DO NORTE	Mato Grosso			053°26'21.0W"	13°32'16.0S"	396,0	VFR	Sem Operação	16/34	800,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							06/11/2024	PA2014-2591	https://pergamum.anac.gov.br/arquivos/PA2014-2591.pdf	Privado	-53.4391666666700	-13.5377777777778
SJZR	RO0049	Fazenda Rodeio	SÃO MIGUEL DO GUAPORÉ	Rondônia			063°00'32.0W"	12°07'44.0S"	156,0	VFR	Sem Operação	11/29	650,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							31/01/2029	PA2019-220	https://pergamum.anac.gov.br/arquivos/PA2019-220.pdf	Privado	-63.0088888888900	-12.1288888888889
SJFM	MS0162	Fazenda Macuco	ELDORADO	Mato Grosso do Sul			054°13'53.0W"	23°50'09.0S"	350,0	VFR	Sem Operação	04/22	970,0000	35,00	5000 Kg /   0.50 MPa	Grama							30/12/2024	PA2014-3153	https://pergamum.anac.gov.br/arquivos/PA2014-3153.pdf	Privado	-54.2313888888900	-23.8358333333333
SDXU	MT0489	Fazenda Relu	GAÚCHA DO NORTE	Mato Grosso			053°15'53.0W"	13°37'36.0S"	350,0	VFR	Sem Operação	06/24	1100,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							11/04/2029	PA2019-0961	https://pergamum.anac.gov.br/arquivos/PA2019-0961.pdf	Privado	-53.2647222222200	-13.6266666666667
SSTP	GO0110	Fazenda Baessa	TURVELÂNDIA	Goiás			050°19'06.0W"	17°58'28.0S"	485,0	VFR	Sem Operação	16/34	1200,0000	25,00	6000 Kg /   0.50 MPa	Terra							19/03/2023	PA2014-0938	https://pergamum.anac.gov.br/arquivos/PA2014-0938.pdf	Privado	-50.3183333333300	-17.9744444444444
SSDS	MT0285	Fazenda Vale	TAPURAH	Mato Grosso			056°11'46.0W"	12°25'56.0S"	385,0	VFR	Sem Operação	11/29	1100,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							04/07/2028	PA2018-1962	https://pergamum.anac.gov.br/arquivos/PA2018-1962.pdf	Privado	-56.1961111111100	-12.4322222222222
SDFY	MS0028	Fazenda Valença	RIO NEGRO	Mato Grosso do Sul			055°10'24.0W"	19°24'38.0S"	538,0	VFR	Sem Operação	03/21	700,0000	18,00	5700 Kg /   0.50 MPa	Grama							29/11/2022	PA2012-2581	https://pergamum.anac.gov.br/arquivos/PA2012-2581.pdf	Privado	-55.1733333333300	-19.4105555555556
SJNF	RR0086	Wilimon	UIRAMUTÃ	Roraima			060°10'34.0W"	04°38'05.9N"	530,0	VFR	Sem Operação	02/20	550,0000	20,00	4000 Kg /   0.50 MPa	Terra							28/12/2022	PA2012-2884	https://pergamum.anac.gov.br/arquivos/PA2012-2884.pdf	Privado	-60.1761111111100	4.63497222222222
SBOA	PB0031	Fazenda Antas	SAPÉ	Paraíba			035°15'12.0W"	06°58'24.0S"	134,0	VFR	Sem Operação	15/33	522,0000	18,00	2000 Kg /   0.34 MPa	Terra							28/10/2030	PA2020-2536	https://pergamum.anac.gov.br/arquivos/PA2020-2536.pdf	Privado	-35.2533333333300	-6.97333333333333
SIAB	SP0170	Guatambu São Paulo	BURI	São Paulo			048°30'39.0W"	23°37'25.0S"	665,0	VFR	Sem Operação	17/35	1000,0000	23,00	5600 Kg /   0.50 MPa	Terra							08/02/2027	PA2017-0259	https://pergamum.anac.gov.br/arquivos/PA2017-0259.pdf	Privado	-48.5108333333300	-23.6236111111111
SSGU	PR0077	Fazenda Gurucaia	SANTA ISABEL DO IVAÍ	Paraná			053°19'42.0W"	23°11'36.0S"	270,0	VFR	Sem Operação	06/24	820,0000	40,00	5000 Kg /   0.50 MPa	Grama							23/05/2022	PA2012-1007	https://pergamum.anac.gov.br/arquivos/PA2012-1007.pdf	Privado	-53.3283333333300	-23.1933333333333
	BA0041	de Belmonte	BELMONTE	Bahia			038°52'20.0W"	15°52'20.0S"	3,0	VFR	Sem Operação	04/22	1075,0000	30,00	8/F/C/Y/U	Cascalho							05/03/2031	PA2021-4346	https://pergamum.anac.gov.br/arquivos/PA2021-4346.pdf	Privado	-38.8722222222200	-15.8722222222222
SNGO	GO0097	Montes Claros de Goiás	MONTES CLAROS DE GOIÁS	Goiás			051°31'21.0W"	15°53'45.0S"	334,0	VFR	Sem Operação	10/28	1180,0000	30,00	5700 Kg /   0.50 MPa	Cascalho							01/03/2027	PA2017-0584	https://pergamum.anac.gov.br/arquivos/PA2017-0584.pdf	Privado	-51.5225000000000	-15.8958333333333
SJQF	MT0209	Fazenda Londrina	CAMPO NOVO DO PARECIS	Mato Grosso			057°45'18.0W"	13°21'20.0S"	515,0	VFR	Sem Operação	04/22	1200,0000	20,00	5700 Kg /   0.50 MPa	Terra							18/04/2022	PA2012-0728	https://pergamum.anac.gov.br/arquivos/PA2012-0728.pdf	Privado	-57.7550000000000	-13.3555555555556
SSGE	MS0271	Fazenda Periquitos	TRÊS LAGOAS	Mato Grosso do Sul			051°50'01.0W"	20°30'07.0S"	360,0	VFR	Sem Operação	06/24	1018,0000	20,00	5600 Kg /   0.50 MPa	Terra							10/10/2023	PA2015-1840	https://pergamum.anac.gov.br/arquivos/PA2015-1840.pdf	Privado	-51.8336111111100	-20.5019444444444
SJLJ	RR0051	Jatapuzinho	CAROEBE	Roraima			059°13'18.0W"	00°35'50.0N"	121,0	VFR	Sem Operação	11/29	700,0000	30,00	4000 Kg /   0.50 MPa	Terra							28/12/2022	PA2012-2851	https://pergamum.anac.gov.br/arquivos/PA2012-2851.pdf	Privado	-59.2216666666700	0.597222222222222
SIIA	MT0097	Fazenda Paraná	BRASNORTE	Mato Grosso			058°14'29.0W"	11°40'08.0S"	307,0	VFR	Sem Operação	09/27	1400,0000	18,00	16/F/B/Y/T	Asfalto										Privado	-58.2413888888900	-11.6688888888889
SIXA	SP0199	Fazenda União Suzanápolis	SUZANÁPOLIS	São Paulo			051°05'30.0W"	20°31'54.0S"	426,0	VFR	Sem Operação	13/31	600,0000	30,00	4800 Kg /   0.50 MPa	Terra							29/01/2025	PA2015-0221	https://pergamum.anac.gov.br/arquivos/PA2015-0221.pdf	Privado	-51.0916666666700	-20.5316666666667
SSGP	DF0007	Piquet	BRASÍLIA	Distrito Federal			047°48'33.9W"	15°51'16.1S"	1088,0	VFR	VFR	10/28	590,0000	18,00	12/F/C/X/T	Asfalto							10/04/2024	PA2014-0856	https://pergamum.anac.gov.br/arquivos/PA2014-0856.pdf	Privado	-47.8094166666700	-15.8544722222222
SWPD	RR0111	Pouso da Águia	CANTÁ	Roraima			060°35'16.0W"	02°47'01.0N"	86,0	VFR	Sem Operação	06/24	750,0000	18,00	3000 Kg /   0.50 MPa	Asfalto							06/02/2023	PA2013-0343	https://pergamum.anac.gov.br/arquivos/PA2013-0343.pdf	Privado	-60.5877777777800	2.78361111111111
SJGN	MT0174	Fazenda Agromar	SÃO JOSÉ DO RIO CLARO	Mato Grosso			056°28'54.0W"	13°40'05.0S"	377,0	VFR	Sem Operação	01/19	1200,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							18/05/2025	PA2017-0867	https://pergamum.anac.gov.br/arquivos/PA2017-0867.pdf	Privado	-56.4816666666700	-13.6680555555556
SJLQ	RR0058	Maracanã	UIRAMUTÃ	Roraima			060°01'01.1W"	04°21'54.0N"	546,0	VFR	Sem Operação	08/26	600,0000	20,00	4000 Kg /   0.50 MPa	Terra							28/12/2022	PA2012-2857	https://pergamum.anac.gov.br/arquivos/PA2012-2857.pdf	Privado	-60.0169722222200	4.365
SNQQ	GO0196	Centroar	FLORES DE GOIÁS	Goiás			047°02'10.0W"	14°29'48.4S"	445,0	VFR	Sem Operação	03/21	920,0000	30,00	5000 Kg /   0.50 MPa	Terra							14/06/2029	PA2019-1862	https://pergamum.anac.gov.br/arquivos/PA2019-1862.pdf	Privado	-47.0361111111100	-14.4967777777778
SDNW	MS0042	Fazenda Guanabara	RIO NEGRO	Mato Grosso do Sul			055°13'55.0W"	19°31'00.0S"	637,0	VFR	Sem Operação	15/33	800,0000	18,00	4000 Kg /   0.50 MPa	Aço							22/05/2025	PA2015-1211	https://pergamum.anac.gov.br/arquivos/PA2015-1211.pdf	Privado	-55.2319444444400	-19.5166666666667
SWSI	PA0242	Pousada Amazônia Fishing Lodge	JACAREACANGA	Pará			057°02'59.0W"	09°08'21.0S"	155,0	VFR	Sem Operação	14/32	800,0000	18,00	5700 Kg /   0.50 MPa	Terra							13/08/2030	PA2020-1931	https://pergamum.anac.gov.br/arquivos/PA2020-1931.pdf	Privado	-57.0497222222200	-9.13916666666667
SJIC	MS0168	Pedro da Costa Lima	SANTA RITA DO PARDO	Mato Grosso do Sul			052°46'10.0W"	21°14'42.0S"	440,0	VFR	Sem Operação	12/30	800,0000	20,00	3500 Kg /   0.50 MPa	Grama							07/10/2023	PA2015-1863	https://pergamum.anac.gov.br/arquivos/PA2015-1863.pdf	Privado	-52.7694444444400	-21.245
SSGT	MS0280	Fazenda Capão Alto	RIO BRILHANTE	Mato Grosso do Sul			054°48'50.0W"	21°41'56.0S"	320,0	VFR	Sem Operação	14/32	900,0000	25,00	3000 Kg /   0.50 MPa	Terra							25/01/2023	PA2013-0214	https://pergamum.anac.gov.br/arquivos/PA2013-0214.pdf	Privado	-54.8138888888900	-21.6988888888889
	PA0265	Fazenda Tangará	SANTANA DO ARAGUAIA	Pará			050°46'51.0W"	09°40'07.0S"	210,0	VFR	Sem Operação	12/30	800,0000	18,00	5400 Kg /   0.50 MPa	Terra							21/12/2030	PA2020-3651	https://pergamum.anac.gov.br/arquivos/PA2020-3651.pdf	Privado	-50.7808333333300	-9.66861111111111
SJQP	MT0211	Estância Rebog	COCALINHO	Mato Grosso			050°37'41.0W"	12°48'03.0S"	244,0	VFR	Sem Operação	01/19	1150,0000	30,00	5700 Kg /   0.50 MPa	Cascalho							04/06/2028	PA2018-1705	https://pergamum.anac.gov.br/arquivos/PA2018-1705.pdf	Privado	-50.6280555555600	-12.8008333333333
	MT0655	Fazenda Nova Era Agropecuária	VILA BELA DA SANTÍSSIMA TRINDADE	Mato Grosso			060°06'26.0W"	15°21'39.0S"	241,0	VFR	Sem Operação	02/20	790,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							11/05/2031	PA2021-4944	https://pergamum.anac.gov.br/arquivos/PA2021-4944.pdf	Privado	-60.1072222222200	-15.3608333333333
SWBD	MS0364	Fazenda Mundo Acabado	SONORA	Mato Grosso do Sul			054°55'48.0W"	17°56'22.0S"	175,0	VFR	Sem Operação	14/32	800,0000	30,00	3000 Kg /   0.50 MPa	Grama							21/09/2022	PA2014-0058	https://pergamum.anac.gov.br/arquivos/PA2014-0058.pdf	Privado	-54.9300000000000	-17.9394444444444
SD6Z	SP1303	VCM	GUARARAPES	São Paulo			050°36'27.0W"	21°13'14.0S"	418,0	VFR	Sem Operação	16/34	900,0000	30,00	5000 Kg /   0.50 MPa	Terra							23/03/2031	PA2021-4764	https://pergamum.anac.gov.br/arquivos/PA2021-4764.pdf	Privado	-50.6075000000000	-21.2205555555556
SSKH	MS0299	Fazenda Karl Hermann Isenberg	ARAL MOREIRA	Mato Grosso do Sul			055°32'20.0W"	22°54'42.0S"	564,0	VFR	Sem Operação	08/26	800,0000	20,00	5600 Kg /   0.50 MPa	Terra							21/12/2030	PA2020-3616	https://pergamum.anac.gov.br/arquivos/PA2020-3616.pdf	Privado	-55.5388888888900	-22.9116666666667
SIJE	MS0089	Fazenda Joana Estância	CORUMBÁ	Mato Grosso do Sul			057°23'30.0W"	20°00'25.0S"	145,0	VFR	Sem Operação	01/19	700,0000	30,00	4600 Kg /   0.50 MPa	Cascalho							13/06/2022	PA2012-1171	https://pergamum.anac.gov.br/arquivos/PA2012-1171.pdf	Privado	-57.3916666666700	-20.0069444444444
SJMW	RR0081	Socó	UIRAMUTÃ	Roraima			060°10'37.0W"	04°28'12.0N"	515,0	VFR	Sem Operação	09/27	600,0000	25,00	4000 Kg /   0.50 MPa	Terra							28/12/2022	PA2012-2880	https://pergamum.anac.gov.br/arquivos/PA2012-2880.pdf	Privado	-60.1769444444400	4.47
SIIN	RO0050	Fazenda Marrecão	SÃO MIGUEL DO GUAPORÉ	Rondônia			063°02'32.0W"	12°02'24.0S"	161,0	VFR	Sem Operação	05/23	800,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							14/02/2029	PA2019-0334	https://pergamum.anac.gov.br/arquivos/PA2019-0334.pdf	Privado	-63.0422222222200	-12.04
SSRR	MS0328	Fazenda Meu Ranchinho	PEDRO GOMES	Mato Grosso do Sul			054°34'48.0W"	18°13'06.0S"	295,0	VFR	Sem Operação	05/23	750,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							08/12/2027	PA2017-3836	https://pergamum.anac.gov.br/arquivos/PA2017-3836.pdf	Privado	-54.5800000000000	-18.2183333333333
SNLD	MG0154	Fazenda São Luiz do Matão	CARNEIRINHO	Minas Gerais			050°39'10.0W"	19°52'12.0S"	356,0	VFR	Sem Operação	01/19	1000,0000	25,00	5000 Kg /   0.50 MPa	Grama							11/04/2026	PA2016-0859	https://pergamum.anac.gov.br/arquivos/PA2016-0859.pdf	Privado	-50.6527777777800	-19.87
SWZD	GO0151	Fazenda Denusa Destilaria Nova União	JANDAIA	Goiás			050°08'32.0W"	17°15'21.0S"	518,0	VFR	Sem Operação	02/20	900,0000	25,00	5000 Kg /   0.62 MPa	Terra										Privado	-50.1422222222200	-17.2558333333333
SWTH	RR0112	Fazenda Smith	BONFIM	Roraima			060°30'46.0W"	02°55'09.0N"	75,0	VFR	Sem Operação	11/29	900,0000	13,00	4000 Kg /   0.50 MPa	Cascalho							29/01/2023	PA2013-0255	https://pergamum.anac.gov.br/arquivos/PA2013-0255.pdf	Privado	-60.5127777777800	2.91916666666667
SNFM	MT0249	Fazenda Mourão	COLNIZA	Mato Grosso			061°27'29.0W"	08°59'11.0S"	145,0	VFR	Sem Operação	03/21	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							29/01/2026	PA2016-0177	https://pergamum.anac.gov.br/arquivos/PA2016-0177.pdf	Privado	-61.4580555555600	-8.98638888888889
SJZL	MS0197	Fazenda Vaca Mocha	CARACOL	Mato Grosso do Sul			057°09'29.0W"	22°13'18.0S"	132,0	VFR	Sem Operação	16/34	1100,0000	18,00	6/F/C/Y/T	Asfalto							21/12/2030	PA2020-3270	https://pergamum.anac.gov.br/arquivos/PA2020-3270.pdf	Privado	-57.1580555555600	-22.2216666666667
SWPQ	MT0380	Fazenda Piraguassu	PORTO ALEGRE DO NORTE	Mato Grosso			051°41'22.0W"	10°51'32.0S"	196,0	VFR	Sem Operação	13/31	1015,0000	19,00	5000 Kg /   0.50 MPa	Terra							21/09/2021	PA2014-2246	https://pergamum.anac.gov.br/arquivos/PA2014-2246.pdf	Privado	-51.6894444444400	-10.8588888888889
SIOZ	PA0051	Pista Aldeia Kenjdã	ALTAMIRA	Pará			053°15'40.0W"	07°57'24.0S"	272,0	VFR	Sem Operação	07/25	799,0000	18,00	5000 Kg /   0.50 MPa	Terra							23/11/2025	PA2015-3110	https://pergamum.anac.gov.br/arquivos/PA2015-3110.pdf	Privado	-53.2611111111100	-7.95666666666667
SJWG	RS0079	Itagro	ALEGRETE	Rio Grande do Sul			055°41'48.0W"	29°46'48.0S"	100,0			07/25	600,0000	20,00	3000 Kg /   0.50 MPa	Grama							07/05/2031	PA2021-4933	https://pergamum.anac.gov.br/arquivos/PA2021-4933.pdf	Privado	-55.6966666666700	-29.78
SJFG	MT0169	Fazenda Fartura	CAMPO VERDE	Mato Grosso			054°56'26.0W"	15°07'18.0S"	886,0	VFR	Sem Operação	01/19	1199,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							04/07/2028	PA2019-1370	https://pergamum.anac.gov.br/arquivos/PA2019-1370.pdf	Privado	-54.9405555555600	-15.1216666666667
SJCQ	BA0105	Fazenda Serra Azul	BAIXA GRANDE	Bahia			040°02'59.0W"	11°56'08.0S"	343,0	VFR	VFR	16/34	1500,0000	23,00	5700 Kg /   0.50 MPa	Asfalto							16/09/2024	PA2015-1844	https://pergamum.anac.gov.br/arquivos/PA2015-1844.pdf	Privado	-40.0497222222200	-11.9355555555556
SIZK	MT0156	Fazenda Vera Cruz	BARRA DO GARÇAS	Mato Grosso			052°06'37.0W"	14°52'30.0S"	279,0	VFR	Sem Operação	18/36	1000,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							06/11/2024	PA2014-2605	https://pergamum.anac.gov.br/arquivos/PA2014-2605.pdf	Privado	-52.1102777777800	-14.875
SSXQ	MS0349	Fazenda Jota III	INOCÊNCIA	Mato Grosso do Sul			051°58'18.0W"	19°19'52.0S"	518,0	VFR	Sem Operação	10/28	900,0000	20,00	5000 Kg /   0.50 MPa	Terra							29/05/2023	PA2014-0561	https://pergamum.anac.gov.br/arquivos/PA2014-0561.pdf	Privado	-51.9716666666700	-19.3311111111111
SWSG	MT0397	Fazenda Simarelli	CAMPOS DE JÚLIO	Mato Grosso			059°19'02.0W"	13°36'16.0S"	643,0	VFR	Sem Operação	10/28	1500,0000	23,00	14/F/B/Y/T	Asfalto							04/04/2023	PA2013-0870	https://pergamum.anac.gov.br/arquivos/PA2013-0870.pdf	Privado	-59.3172222222200	-13.6044444444444
SWXL	MS0401	Fazenda Santa Maria 	INOCÊNCIA	Mato Grosso do Sul			051°57'01.0W"	19°43'16.0S"	445,0	VFR	Sem Operação	14/32	700,0000	20,00	5000 Kg /   0.50 MPa	Terra							16/05/2023	PA2013-3237	https://pergamum.anac.gov.br/arquivos/PA2013-3237.pdf	Privado	-51.9502777777800	-19.7211111111111
SSLL	RO0048	Fazenda Vale Verde	PORTO VELHO	Rondônia			065°46'13.0W"	09°37'17.0S"	179,0	VFR	Sem Operação	01/19	1400,0000	23,00	5700 Kg /   0.50 MPa	Cascalho							28/01/2029	PA2019-0189	https://pergamum.anac.gov.br/arquivos/PA2019-0189.pdf	Privado	-65.7702777777800	-9.62138888888889
SJTK	MS0185	Fazenda Itakiray	ITAQUIRAÍ	Mato Grosso do Sul			054°15'07.0W"	23°30'41.0S"	382,0	VFR	Sem Operação	02/20	1000,0000	23,00	5600 Kg /   0.50 MPa	Grama							10/01/2024	PA2014-0055	https://pergamum.anac.gov.br/arquivos/PA2014-0055.pdf	Privado	-54.2519444444400	-23.5113888888889
SWHL	MT0347	Fazenda Marabá	CAMPO VERDE	Mato Grosso			055°07'16.0W"	15°16'27.0S"	669,0	VFR	Sem Operação	02/20	800,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							17/10/2027	PA2017-3324	https://pergamum.anac.gov.br/arquivos/PA2017-3324.pdf	Privado	-55.1211111111100	-15.2741666666667
SJUI	TO0033	Fazenda Uirapuru 	ARAGUANÃ	Tocantins			048°26'24.0W"	06°51'25.0S"	207,0	VFR	Sem Operação	04/22	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							05/02/2025	PA2015-0262	https://pergamum.anac.gov.br/arquivos/PA2015-0262.pdf	Privado	-48.4400000000000	-6.85694444444444
SNRV	PA0105	Fazenda Rio Vermelho	SAPUCAIA	Pará			049°27'31.0W"	06°52'34.0S"	137,0	VFR	Sem Operação	06/24	800,0000	18,00	5700 Kg /   0.50 MPa	Terra							09/09/2020	PA2016-0592	https://pergamum.anac.gov.br/arquivos/PA2016-0592.pdf	Privado	-49.4586111111100	-6.87611111111111
SNLE	MS0495	Estância Mil	CORUMBÁ	Mato Grosso do Sul			057°06'04.0W"	20°11'59.0S"	142,0	VFR	Sem Operação	05/23	800,0000	18,00	5700 Kg /   0.50 MPa	Grama										Privado	-57.1011111111100	-20.1997222222222
SDDC	MT0033	Fazenda São João do Guaporé	PONTES E LACERDA	Mato Grosso			059°53'28.0W"	15°58'15.0S"	220,0	VFR	Sem Operação	18/36	600,0000	18,00	3500 Kg /   0.50 MPa	Cascalho							08/02/2022	PA2012-0256	https://pergamum.anac.gov.br/arquivos/PA2012-0256.pdf	Privado	-59.8911111111100	-15.9708333333333
SIUH	CE0016	Fazenda Flores	TAMBORIL	Ceará			040°14'03.0W"	05°02'57.0S"	400,0	VFR	Sem Operação	10/28	950,0000	23,00	5700 Kg /   0.50 MPa	Cascalho							11/06/2025	PA2015-1402	https://pergamum.anac.gov.br/arquivos/PA2015-1402.pdf	Privado	-40.2341666666700	-5.04916666666667
SWSU	MS0394	Fazenda Santa Umbelina	NAVIRAÍ	Mato Grosso do Sul			053°49'46.0W"	22°56'16.0S"	345,0	VFR	Sem Operação	04/22	1199,0000	23,00	5700 Kg /   0.50 MPa	Grama							06/04/2028	PA2018-1033	https://pergamum.anac.gov.br/arquivos/PA2018-1033.pdf	Privado	-53.8294444444400	-22.9377777777778
SDCH	GO0037	Fazenda Rosa dos Ventos	ITUMBIARA	Goiás			049°50'47.0W"	18°18'06.0S"	553,0	VFR	Sem Operação	15/33	1000,0000	23,00	5600 Kg /   0.50 MPa	Terra							06/08/2022	PA2015-2263	https://pergamum.anac.gov.br/arquivos/PA2015-2263.pdf	Privado	-49.8463888888900	-18.3016666666667
SDXK	RR0025	TICOÇA	UIRAMUTÃ	Roraima			060°07'00.0W"	04°24'48.0N"	148,0	VFR	Sem Operação	11/29	450,0000	15,00	4000 Kg /   0.50 MPa	Terra							14/12/2020	PA2010-2263	https://pergamum.anac.gov.br/arquivos/PA2010-2263.pdf	Privado	-60.1166666666700	4.41333333333333
SJCR	BA0353	Fazenda Rebeca	BREJOLÂNDIA	Bahia			043°52'17.0W"	12°40'58.0S"	494,0	VFR	Sem Operação	10/28	1300,0000	18,00	8/F/B/X/T	Asfalto							19/11/2030	PA2020-3108	https://pergamum.anac.gov.br/arquivos/PA2020-3108.pdf	Privado	-43.8713888888900	-12.6827777777778
SNTV	BA0144	Fazenda Timbaúba	LUÍS EDUARDO MAGALHÃES	Bahia			046°08'39.0W"	12°30'57.0S"	869,0	VFR	Sem Operação	08/26	1600,0000	25,00	5700 Kg /   0.50 MPa	Terra							16/09/2023	PA2013-2377	https://pergamum.anac.gov.br/arquivos/PA2013-2377.pdf	Privado	-46.1441666666700	-12.5158333333333
	MT0688	Fazenda Guará	VILA BELA DA SANTÍSSIMA TRINDADE	Mato Grosso			060°01'06.0W"	15°03'01.0S"	245,0	VFR	Sem Operação	02/20	800,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							26/02/2031	PA2021-4307	https://pergamum.anac.gov.br/arquivos/PA2021-4307.pdf	Privado	-60.0183333333300	-15.0502777777778
SSKA	MS0297	Fazenda Campinas	CORUMBÁ	Mato Grosso do Sul			056°21'35.0W"	18°54'20.0S"	100,0	VFR	Sem Operação	01/19	600,0000	23,00	5000 Kg /   0.50 MPa	Grama										Privado	-56.3597222222200	-18.9055555555556
SNYP	PA0116	Chácara Paraíso	BENEVIDES	Pará			048°17'56.0W"	01°19'04.0S"	21,0	VFR	Sem Operação	12/30	960,0000	18,00	5000 Kg /   0.50 MPa	Asfalto							13/09/2022	PA2021-4186	https://pergamum.anac.gov.br/arquivos/PA2021-4186.pdf	Privado	-48.2988888888900	-1.31777777777778
SSVV	MS0421	Fazenda Garimpinho	FIGUEIRÃO	Mato Grosso do Sul			054°18'03.0W"	18°43'09.0S"	306,0	VFR	Sem Operação	16/34	700,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							23/04/2029	PA2019-1203	https://pergamum.anac.gov.br/arquivos/PA2019-1203.pdf	Privado	-54.3008333333300	-18.7191666666667
SIII	SP0183	Dr. Heráclito da Motta Luiz	GUAÍRA	São Paulo			048°13'28.0W"	20°25'59.0S"	548,0	VFR	Sem Operação	15/33	1200,0000	20,00	5700 Kg /   0.50 MPa	Terra							26/07/2022	PA2012-1494	https://pergamum.anac.gov.br/arquivos/PA2012-1494.pdf	Privado	-48.2244444444400	-20.4330555555556
	AC0019	Fazenda Filipinas	EPITACIOLÂNDIA	Acre			068°34'10.0W"	10°46'59.0S"	210,0	VFR	Sem Operação	06/24	700,0000	18,00	5700 Kg /   0.50 MPa	Terra							30/03/2031	PA2021-4595	https://pergamum.anac.gov.br/arquivos/PA2021-4595.pdf	Privado	-68.5694444444400	-10.7830555555556
SJGE	PA0069	Nações Unidas	ITAITUBA	Pará			056°17'38.0W"	06°04'52.0S"	135,0	VFR	Sem Operação	11/29	550,0000	20,00	4500 Kg /   0.50 MPa	Terra							23/07/2025	PA2015-1942	https://pergamum.anac.gov.br/arquivos/PA2015-1942.pdf	Privado	-56.2938888888900	-6.08111111111111
